id,collection,title,date,page_url,source_urls,canonical_url,reasons
oecd-navigator-181,oecd-navigator,AI as Focus Area in the Performance Agreements With the Public Universities,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-as-focus-area-in-the-performance-agreements-with-the-public-universities-9947,"The detailed measures, that were agreed upon between the ministry and each university are found in the universities individual performance agreements (only available in germen). For example: performance agreement of the university of vienna",,curator-only
oecd-navigator-103,oecd-navigator,AI Monitor,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-monitor-2797,,,curator-only
oecd-navigator-1983,oecd-navigator,AI Map,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-map,,,curator-only
oecd-navigator-2467,oecd-navigator,AI Learning Pathway (AILP),2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-learning-pathway-ailp,https://www.linkedin.com/posts/innovacionar_finaliz%C3%B3-la-segunda-cohorte-de-la-trayectoria-activity-7399530056198389760-6vI3?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAOq5kQBSyh_ndu1Upp459cTKYm9S7vnAiw,https://api.oecdai.org/storage/policy-initiatives/Jul2026/117ojp1166lmrnnogh0-Training%20in%20Artificial%20Intelligence%20-%20Pilot%20Programme.pdf,bad-source-host
oecd-navigator-2253,oecd-navigator,AI Factory,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-factory,,,curator-only
oecd-navigator-2559,oecd-navigator,AI Chatbot for Statistical Analyses of Fiscal Data,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-chatbot-for-statistical-analyses-of-fiscal-data,,,curator-only
oecd-navigator-1622,oecd-navigator,AEXCIA Platform ,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/aexcia-platform,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiQ5bj4zNWOAxUnU6QEHYwZPLwQFnoECBsQAQ&url=https%3A%2F%2Fwww.anacom.pt%2Frender.jsp%3FcontentId%3D1798026&usg=AOvVaw23iIKZorTq0Ti-Y-dji73-&opi=89978449,,bad-source-host;curator-only
oecd-navigator-1690,oecd-navigator,A project for digitally excluded people to improve their digital skills,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/a-project-for-digitally-excluded-people-to-improve-their-digital-skills,,,curator-only
oecd-navigator-1959,oecd-navigator,myEESZT ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/myeeszt,,,curator-only
oecd-navigator-2011,oecd-navigator,fTEHDAS2 - Second Joint Action Towards the European Health Data Space,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ftehdas2-second-joint-action-towards-the-european-health-data-space,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjBr-Hz9c2OAxWLK_sDHcSZJ7gQFnoECBgQAQ&url=https%3A%2F%2Ftehdas.eu%2F&usg=AOvVaw0tyygB7eSRxRq-bsp5pJxI&opi=89978449,,bad-source-host;curator-only
oecd-navigator-699,oecd-navigator,Work on Upcoming Swedish Digitalisation Strategy Incl. AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/work-on-upcoming-swedish-digitalisation-strategy-incl-ai-9184,,,curator-only
oecd-navigator-2218,oecd-navigator,White Paper on AI Regulation in Ukraine,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/white-paper-on-ai-regulation-in-ukraine,,,curator-only
oecd-navigator-1531,oecd-navigator,Using generative artificial intelligence for and in education,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/using-generative-artificial-intelligence-for-and-in-education,,,curator-only
oecd-navigator-2157,oecd-navigator,Use case pilots,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/use-case-pilots,,,curator-only
oecd-navigator-1605,oecd-navigator,Update to the general programme of computer science (classes 1-12),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/update-to-the-general-programme-of-computer-science-classes-1-12,,,curator-only
oecd-navigator-1563,oecd-navigator,Training scholarships,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-scholarships,,,curator-only
oecd-navigator-2038,oecd-navigator,Training on AI for healthcare professionals ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-on-ai-for-healthcare-professionals,,,curator-only
oecd-navigator-2496,oecd-navigator,Regional Artificial Intelligence Initiative (RAII),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/regional-artificial-intelligence-initiative-raii,,,curator-only
oecd-navigator-2224,oecd-navigator,Recommendations on the Responsible Use of AI: Issues of Intellectual Property Law,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/recommendations-on-the-responsible-use-of-ai-issues-of-intellectual-property-law,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiOpYPX56WQAxUDUqQEHdilBcEQFnoECAsQAQ&url=https%3A%2F%2Fnipo.gov.ua%2Fwp-content%2Fuploads%2F2025%2F01%2FRekomendatsii%25CC%2588_shchodo_ShI_ta_IV.pdf&usg=AOvVaw3zpy5AfPA0_E4Lr_seKGHp&opi=89978449,,bad-source-host;curator-only
oecd-navigator-52,oecd-navigator,"Readiness Assessment Methodology (RAM) for the AI ""Ethical Framework""",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/readiness-assessment-methodology-ram-for-the-ai-ethical-framework-3399,,,curator-only
oecd-navigator-1579,oecd-navigator,Programme for the development of AI skills,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/programme-for-the-development-of-ai-skills,,,curator-only
oecd-navigator-676,oecd-navigator,Predictive Analysis from Open Data in Justice and Information Sources from Different Areas,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/predictive-analysis-from-open-data-in-justice-and-information-sources-from-different-areas-8472,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27461,,curator-only
oecd-navigator-2290,oecd-navigator,Policy for the responsible use of AI in government,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/policy-for-the-responsible-use-of-ai-in-government,,,curator-only
oecd-navigator-2022,oecd-navigator,Participation in the LUMI-Q project,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/participation-in-the-lumi-q-project,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjar-egiIuQAxWyV6QEHd6zIv4QFnoECBgQAQ&url=https%3A%2F%2Fwww.lumi-supercomputer.eu%2Flumi-q-inaugurated%2F&usg=AOvVaw3PvHtvuxk_CNc2rTpxTpM6&opi=89978449 | https://www.aalto.fi/sites/default/files/2025-09/FiQCI-Johansson-2025-08-22.pdf | https://indico.cern.ch/event/1466360/contributions/6325288/attachments/3007776/5302233/CSC-update-300125.pdf,https://www.aalto.fi/sites/default/files/2025-09/FiQCI-Johansson-2025-08-22.pdf,bad-source-host
oecd-navigator-1401,oecd-navigator,P2 subsidies for start-ups,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/p2-subsidies-for-start-ups,,,curator-only
oecd-navigator-645,oecd-navigator,Optimization of Digital Services Provided by the Tax and Customs Authority,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/optimization-of-digital-services-provided-by-the-tax-and-customs-authority-3198,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27449,,curator-only
oecd-navigator-1441,oecd-navigator,Operation “Digital Skills”,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/operation-digital-skills,,,curator-only
oecd-navigator-2146,oecd-navigator,National-Level Deliberations on Draft Legislation as part of the EU AI4Deliberation project,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-level-deliberations-on-draft-legislation-as-part-of-the-eu-ai4deliberation-project,,,curator-only
oecd-navigator-1583,oecd-navigator,National Plan on Vulnerable Collectives,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-plan-on-vulnerable-collectives,,,curator-only
oecd-navigator-229,oecd-navigator,National Framework for Standardisation and Implementation of AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-framework-for-standardisation-and-implementation-of-ai-5617,,,curator-only
oecd-navigator-2031,oecd-navigator,National Action Plan on the Digital Decade for Romania,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-action-plan-on-the-digital-decade-for-romania,,,curator-only
oecd-navigator-93,oecd-navigator,"Leveraging the potential of AI in the direct holdings of the Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology and other legal entities",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/leveraging-the-potential-of-ai-in-the-direct-holdings-of-the-federal-ministry-for-climate-action-environment-energy-mobility-innovation-and-technology-and-other-legal-entities-6901,,,curator-only
oecd-navigator-1817,oecd-navigator,LIFE,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/life,,,curator-only
oecd-navigator-1494,oecd-navigator,"Knowledge and Innovation Agenda for Agriculture, Water and Food (KIA LWV)",2024-01-01,"https://oecd.ai/en/dashboards/policy-initiatives/knowledge-and-innovation-agenda-for-agriculture,-water-and-food-kia-lwv",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjU75HAteSPAxVfV6QEHcBsBvAQFnoECBcQAQ&url=https%3A%2F%2Fwww.kia-landbouwwatervoedsel.nl%2F&usg=AOvVaw198xmuxw6oRuSdbI0cCyoM&opi=89978449 | https://www.kia-landbouwwatervoedsel.nl/wp-content/uploads/2024/03/Wegwijzer-KIA-Landbouw-Water-Voedsel-en.pdf,https://www.kia-landbouwwatervoedsel.nl/wp-content/uploads/2024/03/Wegwijzer-KIA-Landbouw-Water-Voedsel-en.pdf,bad-source-host
oecd-navigator-1439,oecd-navigator,International AI Olympiad ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/international-ai-olympiad-1,https://ioai-official.org/ | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiQvLvf8dKPAxU0Q6QEHZmmNbMQFnoECBkQAQ&url=https%3A%2F%2Fioai-official.org%2F2024-bulgaria%2F&usg=AOvVaw3icY1ZEcZKFjjOnh05_cZn&opi=89978449,https://ioai-official.org/,bad-source-host
oecd-navigator-1797,oecd-navigator,Institutional and Coordination Framework for Digital Transformation,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/institutional-and-coordination-framework-for-digital-transformation,,,curator-only
oecd-navigator-641,oecd-navigator,Increase in the Use of Portuguese Ports in the Entry and Exit of Goods,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/increase-in-the-use-of-portuguese-ports-in-the-entry-and-exit-of-goods-1970,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27448,,curator-only
oecd-navigator-1823,oecd-navigator,Inclusion of the climate or environmental dimensions of AI in education and training,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/inclusion-of-the-climate-or-environmental-dimensions-of-ai-in-education-and-training,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiy78elxIKQAxXrV6QEHQ9hO04QFnoECBYQAQ&url=https%3A%2F%2Fcluster-sequoia.univ-rennes.fr%2Fabout-cluster&usg=AOvVaw2DtTkPnh91Q0cuy0W4BcTH&opi=89978449 | https://altimpact.fr/en/,https://altimpact.fr/en/,bad-source-host
oecd-navigator-614,oecd-navigator,Identification of Patterns in the Rustic Property in Portugal,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/identification-of-patterns-in-the-rustic-property-in-portugal-9309,The initiative has the following objectives:   - Identify patterns and conduct predictive analysis to assess the probability of physical distribution of property parcels within the rural area,,curator-only
oecd-navigator-622,oecd-navigator,Identification of Patterns Leading to the Minimization of Illegal Fishing,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/identification-of-patterns-leading-to-the-minimization-of-illegal-fishing-7895,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27451,,curator-only
oecd-navigator-2063,oecd-navigator,Health Data Lake,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/health-data-lake,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwis4-O7m86OAxW-KvsDHatKH9oQFnoECCMQAQ&url=https%3A%2F%2Fwww.digitalhealthportugal.eu%2F&usg=AOvVaw3PksTDo98PX9zybYM2wuyc&opi=89978449,,bad-source-host;curator-only
oecd-navigator-2593,oecd-navigator,Guidance on Government use of Public Generative AI Tools,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/guidance-on-government-use-of-public-generative-ai-tools,,,curator-only
oecd-navigator-1391,oecd-navigator,Gravity and Strategic projects,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/gravity-and-strategic-projects,,,curator-only
oecd-navigator-2581,oecd-navigator,Grant Connect – Web Reporting,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/grant-connect-web-reporting,,,curator-only
oecd-navigator-2114,oecd-navigator,Government Council for Information Society ­– Working Group for Cloud Computing,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/government-council-for-information-society-­-working-group-for-cloud-computing,,,curator-only
oecd-navigator-2228,oecd-navigator,Glossary of Terms on AI,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/glossary-of-terms-on-ai,,,curator-only
oecd-navigator-2242,oecd-navigator,"General Short-Term Professional Development Program ""Fundamentals of Artificial Intelligence for Public Servants""",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/general-short-term-professional-development-program-fundamentals-of-artificial-intelligence-for-public-servants,,,curator-only
oecd-navigator-1873,oecd-navigator,Experimental Regulatory Environments for AI ,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/experimental-regulatory-environments-for-ai,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiypa651NWOAxWVUKQEHWbACNgQFnoECAwQAQ&url=https%3A%2F%2Feur-lex.europa.eu%2Feli%2Freg%2F2024%2F1689%2Foj%2Feng&usg=AOvVaw1ovo02NdbZ_BQUNbvTFkpT&opi=89978449,,bad-source-host;curator-only
oecd-navigator-1831,oecd-navigator,Euro-Mediterranean Centre on Climate Change and the Cassandra supercomputer,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/euro-mediterranean-centre-on-climate-change-and-the-cassandra-supercomputer,https://www.cmcc.it/it/what-we-do/high-performance-computing-center-hpcc | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjAmZGaz4KQAxVlUqQEHTRaOyAQFnoECBcQAQ&url=https%3A%2F%2Fcdrdv2-public.intel.com%2F828745%2Fcmcc-hpc-case-study.pdf&usg=AOvVaw371PD2uE74MW811w1ce3hd&opi=89978449,https://www.cmcc.it/it/what-we-do/high-performance-computing-center-hpcc,bad-source-host
oecd-navigator-152,oecd-navigator,Ensuring an Appropriate Legal Framework for AI in Healthcare,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ensuring-an-appropriate-legal-framework-for-ai-in-healthcare-2975,,,curator-only
oecd-navigator-28,oecd-navigator,Digital Transformation and Telecommunications Agency,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digital-transformation-and-telecommunications-agency-3300,,,curator-only
oecd-navigator-1480,oecd-navigator,Digital Culture Curriculum,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/digital-culture-curriculum,,,curator-only
oecd-navigator-601,oecd-navigator,"Development of algorithms that Enable the Analysis and Control of Waste Management, Using Pattern Analysis and Artificial Intelligence",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/development-of-algorithms-that-enable-the-analysis-and-control-of-waste-management-using-pattern-analysis-and-artificial-intelligence-8756,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27455,,curator-only
oecd-navigator-1834,oecd-navigator,Development of a new big data-driven overhead power grid pre-storm damage prediction system,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/development-of-a-new-big-data-driven-overhead-power-grid-pre-storm-damage-prediction-system,,,curator-only
oecd-navigator-456,oecd-navigator,Detection of fraud in sick leave in the Education sector,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/detection-of-fraud-in-sick-leave-in-the-education-sector-2428,,,curator-only
oecd-navigator-458,oecd-navigator,Detection of Marine Litter and Control of Its Dispersal,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/detection-of-marine-litter-and-control-of-its-dispersal-8543,https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27452,,curator-only
oecd-navigator-1362,oecd-navigator,Centre of Excellence for AI R&D,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/centre-of-excellence-for-ai-randd,,,curator-only
oecd-navigator-2152,oecd-navigator,Capacity building for Civil and Public Servants,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/capacity-building-for-civil-and-public-servants,,,curator-only
oecd-navigator-175,oecd-navigator,Berufsinfomat,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/berufsinfomat-5689,https://www.ams.at/arbeitsuchende/aus-und-weiterbildung/berufsinformationen/berufsinformation/berufsinfomat | https://www.youtube.com/watch?v=1CX0zoy6igA,https://www.ams.at/arbeitsuchende/aus-und-weiterbildung/berufsinformationen/berufsinformation/berufsinfomat,bad-source-host
oecd-navigator-1551,oecd-navigator,Baltic first AI Hackathon,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/baltic-first-ai-hackathon,,,curator-only
oecd-navigator-1790,oecd-navigator,Ancient Woodlands Ireland project,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ancient-woodlands-ireland-project,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwj0_OP3lt-OAxVKU6QEHdqsGEkQFnoECBUQAQ&url=https%3A%2F%2Fwww.ancientwoodlandsireland.com%2F&usg=AOvVaw2DWDtkylFwSR_BO7X6YE9v&opi=89978449,,bad-source-host;curator-only
oecd-navigator-2071,oecd-navigator,Analytical AI platform to support draft legislation,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/analytical-ai-platform-to-support-draft-legislation,,,curator-only
oecd-navigator-1958,oecd-navigator,Agreement Implementation Act 2024,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/agreement-implementation-act-2024,https://www.parlament.gv.at/gegenstand/XXVII/I/2310 | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwi9hoDG0oeQAxVsUqQEHUmsLMQQFnoECBYQAQ&url=https%3A%2F%2Fwww.bundeskanzleramt.gv.at%2Fdam%2Fjcr%3A10c626f5-e8e2-4287-8287-4c7cdbd65206%2F78_18_mrv.pdf&usg=AOvVaw3NzRWAIs1TSCKROjSS0l_f&opi=89978449,https://www.parlament.gv.at/gegenstand/XXVII/I/2310,bad-source-host
oecd-navigator-2376,oecd-navigator,ASEAN Guide on AI Governance and Ethics,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/asean-guide-on-ai-governance-and-ethics,,,curator-only
oecd-navigator-2576,oecd-navigator,AI-Enabled Government Services Modernisation (Alberta) (Subnational: Alberta),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-enabled-government-services-modernisation-alberta-subnational-alberta,,,curator-only
oecd-navigator-2167,oecd-navigator,AI in the evaluation of EU projects,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-in-the-evaluation-of-eu-projects,,,curator-only
oecd-navigator-1291,oecd-navigator,AI factory - Pharos,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-factory-pharos-6193,,,curator-only
oecd-navigator-1420,oecd-navigator,AI Radar,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-radar,,,curator-only
oecd-navigator-2135,oecd-navigator,"AI Plattform ""KIPITZ”",2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-plattform-kipitz,,,curator-only
oecd-navigator-2133,oecd-navigator,AI Marketplace for Opportunities,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-marketplace-for-opportunities,,,curator-only
oecd-navigator-197,oecd-navigator,AI Labeling,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-labeling-2132,,,curator-only
oecd-navigator-2087,oecd-navigator,AI Framework Guiding Statements,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-framework-guiding-statements,,,curator-only
oecd-navigator-2170,oecd-navigator,AI Ecosystem in Social and Health Services (SOTE),2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-ecosystem-in-social-and-health-services-sote,,,curator-only
oecd-navigator-1254,oecd-navigator,AI Directory,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-directory-3984,,,curator-only
oecd-navigator-111,oecd-navigator,AI Defence Strategy,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-defence-strategy-1691,,,curator-only
oecd-navigator-2580,oecd-navigator,AI Consultation Summary,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ai-consultation-summary,,,curator-only
oecd-navigator-1654,oecd-navigator,A12 traffic forecaster,2024-01-01,https://oecd.ai/en/dashboards/policy-initiatives/a12-traffic-forecaster,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiZnurL2_aPAxUYV6QEHRuDMW0QFnoECBcQAQ&url=https%3A%2F%2Fnumerico.tech%2Fcase%2F&usg=AOvVaw1beBKmob7ZDb-gx1dxQ9xM&opi=89978449,,bad-source-host;curator-only
oecd-navigator-1598,oecd-navigator,Web-based advice on AI in education,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/web-based-advice-on-ai-in-education,,,curator-only
oecd-navigator-2090,oecd-navigator,VELES Excellence Hub,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/veles-excellence-hub,,,curator-only
oecd-navigator-1561,oecd-navigator,Training of Professional and Managerial Staff in Education,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-of-professional-and-managerial-staff-in-education,,,curator-only
oecd-navigator-1535,oecd-navigator,Training for children and young people to strengthen digital competences and to promote natural sciences and technical professions,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-for-children-and-young-people-to-strengthen-digital-competences-and-to-promote-and-promote-natural-sciences-and-technical-professions,,,curator-only
oecd-navigator-425,oecd-navigator,The Digital Personal Data Protection Act,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/the-digital-personal-data-protection-act-3621,,,curator-only
oecd-navigator-1634,oecd-navigator,Testing authorisation regime and connected vehicle technology pilot,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/testing-authorisation-regime-and-connected-vehicle-technology-pilot,https://tti.mydigitalpublication.co.uk/december-2024 | https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwi3hqHc9PWPAxWOdqQEHQ16DYoQFnoECCEQAQ&url=https%3A%2F%2Fwebsitecms.tii.ie%2Fen%2Fnews%2Fpress-releases%2F1500-drivers-invited-to-participate-in-an-on-road-pilot-of-new-connected-vehicle-technology%2F&usg=AOvVaw0vI6JHFiXIgPdxukpFb7Uw&opi=89978449,https://tti.mydigitalpublication.co.uk/december-2024,bad-source-host
oecd-navigator-69,oecd-navigator,Technology committee within the framework of the National System of Competitiveness and Innovation.,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/technology-committee-within-the-framework-of-the-national-system-of-competitiveness-and-innovation-1257,,,curator-only
oecd-navigator-162,oecd-navigator,"Teaching Materials on AI Eduthek, digi.case",2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/teaching-materials-on-ai-eduthek-digicase-5365,,,curator-only
oecd-navigator-2055,oecd-navigator,SNOMED CT and Semantic Interoperability,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/snomed-ct-and-semantic-interoperability,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjNyvKr9M2OAxWdcKQEHeagIa0QFnoECBUQAQ&url=https%3A%2F%2Fconfluence.ihtsdotools.org%2Fdisplay%2FDOCGLOSS%2Fsemantic%2Binteroperability&usg=AOvVaw3TycFRQXLBN1O95TBcm_TA&opi=89978449,,bad-source-host;curator-only
oecd-navigator-1337,oecd-navigator,SDAIA - KAUST Summer Program ,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/sdaia-kaust-center-of-excellence-in-data-science-and-artificial-intelligence,,,curator-only
oecd-navigator-2231,oecd-navigator,Roadmap for AI Regulation in Ukraine: A Bottom-Up Approach,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/roadmap-for-ai-regulation-in-ukraine-a-bottom-up-approach,,,curator-only
oecd-navigator-325,oecd-navigator,Responsible AI Principles for Audiovisual Collections,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/responsible-ai-principles-for-audiovisual-collections-6658,,,curator-only
oecd-navigator-2156,oecd-navigator,Research Infrastructure Development Roadmap of the Republic of Croatia 2023-2027,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/research-infrastructure-development-roadmap-of-the-republic-of-croatia-2023-2027,,,curator-only
oecd-navigator-1558,oecd-navigator,Requalification of Women in ICT Professions,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/requalification-of-women-in-ict-professions,,,curator-only
oecd-navigator-517,oecd-navigator,Privacy Enhancing Technology Action Plan,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/privacy-enhancing-technology-action-plan-2190,,,curator-only
oecd-navigator-1187,oecd-navigator,OECD AI Index,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/oecd-ai-index-9831,https://oecd.ai/en/site/ai-index,,curator-only
oecd-navigator-1185,oecd-navigator,OECD AI Incidents Monitor,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/oecd-ai-incidents-monitor-8893,"https://oecd.ai/en/incidents?search_terms=%5B%5D&and_condition=false&from_date=2014-01-01&to_date=2025-06-04&properties_config=%7B%22principles%22:%5B%5D,%22industries%22:%5B%5D,%22harm_types%22:%5B%5D,%22harm_levels%22:%5B%5D,%22harmed_entities%22:%5B%5D",,curator-only
oecd-navigator-1235,oecd-navigator,National Artificial Intelligence Centers,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-artificial-intelligence-centers-4730,,,curator-only
oecd-navigator-1848,oecd-navigator,MEGALITH project,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/megalith-project,,,curator-only
oecd-navigator-435,oecd-navigator,Leveraging Artificial Intelligence and Big Data in Telecommunication Sector,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/leveraging-artificial-intelligence-and-big-data-in-telecommunication-sector-7887,,,curator-only
oecd-navigator-2085,oecd-navigator,Komondor HPC,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/komondor-hpc,,,curator-only
oecd-navigator-1208,oecd-navigator,Kenya Agricultural Data-sharing Platform,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/kenya-agricultural-data-sharing-platform-4556,,,curator-only
oecd-navigator-2099,oecd-navigator,KURSUOK / one stop shop ,2023-01-01,https://oecd.ai/en/dashboards/policy-initiatives/kursuok-one-stop-shop-1,,,curator-only
