id,title,safety_score,published,canonical_url,country
doc-3d3b375504fa,연방 인공지능 위험관리 법 2023,19,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3205,United States
doc-8614353064d0,연방 AI 거버넌스 · 투명성 법,19,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7532,United States
doc-46abab4a63d8,Farm Tech 법,10,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6806,United States
doc-1209f791379e,Fair Trade with China Enforcement Act,9,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/153,United States
doc-63dfa336e0dd,FAIRR 법,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3554,United States
doc-eaff704a8761,Export Controls Enforcement 개선 법 2024,4,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4085,United States
doc-e2f68de1b7f7,Exploitative Workplace Surveillance · 기술 태스크포스 법 2023,11,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2440,United States
doc-2c4493853d3f,Expanding AI Voices 법,2,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9403,United States
doc-e97eb84824d6,Ensuring Safe · 윤리 AI Development Through SAFE AI Research Grants,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6088,United States
doc-def5ab8de104,Ending FCC Meddling Our Elections 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4594,United States
doc-ccea2d5998c8,Enable 정보공동체 Partnerships 법 2024,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5444/text,United States
doc-08c1115e6a70,Emerging Innovative Border 기술 법,9,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5407/text,United States
doc-14edb194bf3d,Emerging Innovative Border 기술 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7832,United States
doc-e1de6a9b0b99,Eliminating Bias 알고리즘 시스템 법 2023,8,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3478,United States
doc-f38235f6e761,Eliminating Abusive · Rampant Neglect Interactive 기술 법 2023 (국가 Commission Online Child Sexual Exploitation Prevention),6,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1207,United States
doc-054cfc31aff1,Economic 안보 · Diplomacy 법 2024,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/10100,United States
doc-db5b34f18ed1,ENFORCE 법,6,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8315,United States
doc-1f463e4d90f3,Drone 안전 · Efficiency 법,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/3983,United States
doc-9e9a4f5171ff,Do Not Disturb 법,7,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7116,United States
doc-1dfd9593baa6,Disrupt Explicit Forged Images · Non-Consensual Edits 법 2024,3,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3696,United States
doc-dd8fd2b0464b,Digital Social Platform 투명성 법,3,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9126,United States
doc-4a4b6a7bd706,Digital Platform Commission 법 2023,18,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1671,United States
doc-5c9d934d5548,Detection Equipment · 기술 Evaluation Counter Threat Fentanyl · Xylazine 법 2024,14,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8663/text,United States
doc-a9f6571d9932,Deploying American Blockchains 법 2023,5,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6572,United States
doc-7ca6d0eb0100,"Department of State, Foreign Operations, and Related Programs Appropr…",9,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2438,United States
doc-e0362f9bf1b0,Department of Peacebuilding Act of 2023,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/1111,United States
doc-eda3811fc409,Department of Energy Quantum Leadership Act of 2024,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4932/text,United States
doc-5bc9b19186cd,Department Energy 인공지능 법 2024,21,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9671,United States
doc-8aa9c102d035,Department Energy AI 법,16,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4664/text,United States
doc-8a59c148a1cb,국방부 Financial Audits Using 인공지능 법,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7603,United States
doc-04c798052706,개인정보보호 법 2024,18,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5170,United States
doc-de8c3558b9bc,DOGE 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/10177/text,United States
doc-08b475e2f2ec,DOE · USDA Interagency Research 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/1713,United States
doc-6d368912f871,DEEPFAKES Accountability Act,3,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/5586,United States
doc-332898c268f1,사이버보안 · Infrastructure 안보 Agency Securing AI 태스크포스 법,16,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8348/text,United States
doc-b90d3c5d4e27,Countering Communist China Act,3,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7476,United States
doc-2e6e9bb16791,Contraband Awareness 기술 Catches Harmful Fentanyl 법,12,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4062/text,United States
doc-7b539fb3a35d,Content Origin Protection · Integrity from Edited · Deepfaked Media 법 2024,11,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4674,United States
doc-f6da510de8d5,Consumer Literacy · Empowerment Advance 책임 있는 Navigation 인공지능 법,5,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4838,United States
doc-9c2eca4f8c04,"Communications, Video, and Technology Accessibility Act of 2023",4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/4858,United States
doc-b669205abca7,Comment Integrity · Management 법 2024,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7528,United States
doc-86d47b107034,Combat Chinese Economic Aggression Act of 2024,10,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5016/text,United States
doc-24c07ee2883f,Coast Guard Authorization Act of 2023,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/2741,United States
doc-52d9a2d2c33e,Closing Loopholes Overseas Use · Development 인공지능 법,10,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/4683,United States
doc-0250fe77c2f4,Civilian Agency AI Watermark 법,6,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9042,United States
doc-aaf0b341518d,Chinese Military · Surveillance Company Sanctions 법 2024,9,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5571/text,United States
doc-74f62d6ddb49,Child Exploitation · 인공지능 Expert Commission 법 2024,5,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8005,United States
doc-37e0ce71cf55,Candidate Voice Fraud 금지 법,10,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/4611,United States
doc-002aa340cdca,CREATE AI 법 2023,15,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2714,United States
doc-cd9169f28ee2,CONSULT 법 2023,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2034,United States
doc-83507f49b0f6,CONSENT 법,5,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3986,United States
doc-a87466111a6f,Bureau Industry · 안보 Information 기술 Modernization 법,9,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9247,United States
doc-9f39c6a887dc,"Border 법 2024, General Provisions Title",5,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4361/text,United States
doc-a71231912019,Block Nuclear Launch by 자율 인공지능 법 2023,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1394/text,United States
doc-7fa564b29c4e,Black Maternal Health Omnibus Act,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/3305,United States
doc-6dbf80c9279d,Better Mental Health Care for Americans Act,6,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/923,United States
doc-b68c0345d1b4,Basic Allowance Housing Calculation 개선 법 2023,3,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/5230,United States
doc-08704727e642,Atomic Supply Chain Solutions 법,7,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9200,United States
doc-dd8920b5d0f6,Atomic Energy Advancement Act,9,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6544,United States
doc-27046fd2b408,인공지능 · Biosecurity Risk 평가 법,11,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/4704,United States
doc-d59ea5ee8357,인공지능 Weapon 책무성 · Risk Evaluation 법 2024,20,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5239/text,United States
doc-aab4955331ff,"인공지능 Research, Innovation, · 책무성 법 2023",13,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3312,United States
doc-acd52c82d570,인공지능 Public Awareness · 교육 Campaign 법,3,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4596,United States
doc-09a1fd71c5d7,인공지능 Literacy 법 2023,5,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6791,United States
doc-0c5f0ce19190,인공지능 Environmental Impacts 법 2024,5,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7197,United States
doc-e51713105e44,인공지능 Bug Bounty 법 2023,4,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2502,United States
doc-9a97e27beb72,"인공지능 Allied Collaboration Crucial Operations, Research, · Development 법 2024",3,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5058/text,United States
doc-9b9b3418d859,인공지능 Advancement 법 2023,6,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3050,United States
doc-730090b34717,인공지능 Acquisitions 법 2024,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4976,United States
doc-8bdd03e091c1,인공지능 책무성 법,10,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/3369,United States
doc-64b1d82afe43,American Foreign Affairs Talent Expansion Act: Diversity in Diplomacy…,15,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5581/text,United States
doc-1c7786f0d66d,American Economic Independence 법 2024,9,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4026,United States
doc-5a720cfa8fdf,Agriculture · 국가안보 법 2024,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8522,United States
doc-126f8357b773,Advisory AI-Generated Content 법,3,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2765,United States
doc-872886eb29fd,Advancing Nuclear Regulatory Oversight 법,17,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6346,United States
doc-0844a9b067ee,Advanced Aviation 법,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/220,United States
doc-5805840b3147,ASSESS AI 법,20,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1356,United States
doc-96cf8a2b88d2,ASK 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1626,United States
doc-532d7afb7a0c,AI 국가안보 법,4,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/1718,United States
doc-0703a2a328f4,AI 투명성 Elections 법 2024,8,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3875/text,United States
doc-ad900cb70369,AI 투명성 Elections 법 2024,8,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8668,United States
doc-ead3ee7162c7,AI PLAN 법,6,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/7781,United States
doc-ac1c117b83b6,AI 리더십 훈련 법,12,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/1564,United States
doc-241a96d30b76,AI 리더십 Enable Accountable Deployment 법,18,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/8756/text,United States
doc-95683223f9c0,AI Labeling 법 2023,7,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2691,United States
doc-94c0f56c8b05,AI LEAD 법,12,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2293,United States
doc-3f67d284f40d,AI Incident Reporting · 안보 Enhancement 법,17,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9720,United States
doc-be8d71a3b67d,AI Foundation 모델 투명성 법 2023,10,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6881,United States
doc-3b90650026f8,AI Development Practices 법 2024,22,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9466,United States
doc-c14b57aa9275,AI CONSENT 법,3,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3975,United States
doc-6d9869bd710b,AI Advancement · Reliability 법 2024,14,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9497,United States
doc-ae1c623af8a1,AI Ads 법,7,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/9639,United States
doc-587215464666,AI 법 2024,15,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/10262/text,United States
doc-8d70b67d7fde,"법안 specify control · management 국방부 data · establish 최고디지털 · 인공지능책임자(CDAO) 운영이사회, · other purposes.",11,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/3004,United States
doc-288d4fa9a7aa,"법안 require Secretary Defense carry out 시범사업 using 인공 intelligence-enabled software optimize workflow · operations depots, shipyards, · other manufacturing facilities run by 국방부, · other purposes.",5,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/4758/text,United States
doc-2e91f4a56bb3,법안 require 연구 use commercial-off-the-shelf products · 인공지능 기술 by Internal Revenue Service.,14,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5620/text,United States
doc-eee7b5cc4751,"법안 establish protections individual rights 관련 computational algorithms, · other purposes.",11,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/5152/text,United States
doc-69b0739aada4,"Stronger Workforce America 법, Chapter 3 (Performance 책무성)",3,2025-01-03,https://www.congress.gov/bill/118th-congress/house-bill/6655,United States
doc-175864e0c4bc,"법안 prohibit certain uses automated decision 시스템 by employers, · other purposes.",15,2025-01-03,https://www.congress.gov/bill/118th-congress/senate-bill/2419,United States
doc-08322a469c38,AI는 왜 국가 간 불평등을 확대할 수 있는가,11,2025-01-01,https://www.undp.org/asia-pacific/next-great-divergence,United Nations
doc-915f718b4852,대테러 목적으로 AI 활용 시 인권 보호,15,2025-01-01,https://www.mofa.go.kr/www/brd/m_29691/view.do?seq=259,United Nations
doc-ec07f0ba8a51,AI 포트폴리오를 전략자산으로 측정하기 위한 절약형 AI 프레임워크,12,2025-01-01,https://www.unicc.org/wp-content/uploads/2025/12/From-Total-Cost-of-Ownership-to-Social-Impact-by-Frugal-AI-Hub-and-UNICC-AI-Hub.pdf,
doc-81987108c75e,무력분쟁 중 생물무기로부터 아동 보호,4,2025-01-01,https://www.unicef.org/innocenti/media/12051/file/UNICEF-Innocenti-Protecting-Children-Bioweapons-Working-Paper-2025.pdf,United Nations
doc-08f484090e50,AI와 아동 가이드라인(제3판),21,2025-01-01,https://www.unicef.org/innocenti/reports/policy-guidance-ai-children,United Nations
doc-fb48197a26ef,AI가 기술매개 여성·여아 대상 폭력을 어떻게 악화시키는가,20,2025-01-01,https://www.unwomen.org/sites/default/files/2026-01/how-ai-is-exacerbating-technology-facilitated-violence-against-women-and-girls-en.pdf,United Nations
doc-e6ec1aa1e8e2,AI와 아동 권리에 관한 공동성명,17,2025-01-01,https://www.itu.int/hub/publication/d-str-cyb_joint-2025/,
doc-076cf95ddd1b,연례 AI 거버넌스 보고서 2025,16,2025-01-01,https://www.itu.int/epublications/zh/publication/the-annual-ai-governance-report-2025-steering-the-future-of-ai/en,ITU
doc-389d2c1adaf8,AI 규제와 아동권리에 대한 영향에 관한 글로벌 신속 검토,9,2025-01-01,https://www.unicef.org/media/175006/file/AI%20governance%20in%20motion_FINAL.pdf.pdf,United Nations
doc-acde908d8560,효율적·탄력적 에너지 시스템을 위한 AI 활용,13,2025-01-01,https://www.apec.org/apecapi/publication/getfile?publicationId=5bf00de5-96b2-4d7e-bc35-344939340534,
doc-170b0be943ec,군사 영역 AI와 국제평화·안보에 대한 함의,21,2025-01-01,https://unidir.org/publication/artificial-intelligence-in-the-military-domain-and-its-implications-for-international-peace-and-security-an-evidence-based-road-map-for-future-policy-action/,United Nations
doc-4effcef156d4,AI for Good 영향 보고서 2025,4,2025-01-01,https://www.itu.int/hub/publication/t-ai4g-ai4good-2025-1/,ITU
doc-7ad538800812,APEC 역내 AI 규제 현황: 개발과 감독의 균형,18,2025-01-01,https://www.apec.org/docs/default-source/publications/2025/4/225_psu_policy_brief_navigating_ai_landscape_in_apec_economies.pdf?sfvrsn=948b0de6_1,
doc-d690573a995c,캘리포니아 Attorney General’s Legal Advisory Application Existing 캘리포니아 Laws 인공지능,6,2025-01-01,https://oag.ca.gov/system/files/attachments/press-docs/Legal%20Advisory%20-%20Application%20of%20Existing%20CA%20Laws%20to%20Artificial%20Intelligence.pdf,United States
doc-bb4985cfa1fa,인도네시아 · 백서 국가 인공지능 로드맵,11,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-artificial-intelligence-roadmap,Indonesia
doc-29e347d6da80,우크라이나 · Web Portal “센터 책임 있는 인공지능”,18,2025-01-01,https://thedigital.gov.ua/,Ukraine
doc-8e749e1ee782,영국 · UK Sovereign AI Unit,2,2025-01-01,https://www.sovereignai.gov.uk/,United Kingdom
doc-5a0ada04f944,영국 · UK 국가 Data Library (NDL),2,2025-01-01,https://www.gov.uk/government/publications/national-data-library/national-data-library,United Kingdom
doc-95f4b9c4b3e1,영국 · UK Health Data Research Service (HDRS),3,2025-01-01,https://wellcome.org/research-funding/funding-portfolio/major-initiatives/health-data-research-service,United Kingdom
doc-4cd85311486e,"브라질 · Transform Paraná 프로그램 – Integrated Ecosystem AI, Automation, · Data 거버넌스 (Subnational: Paraná)",7,2025-01-01,https://www.inova.pr.gov.br/,Brazil
doc-e97370d3cb2a,우크라이나 · 훈련 Workshop “인공지능 Action: Practical 권고 공공부문 · Educational Institutions”,4,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/training-workshop-artificial-intelligence-in-action-practical-recommendations-for-the-public-sector-and-educational-institutions,Ukraine
doc-8cd49b872018,인도 · TiNAI (Tamil Nadu Land Use Information 시스템) (Subnational: Tamil Nadu State),3,2025-01-01,https://tnslurb.tn.gov.in/tinai/,India
doc-13a5cedf9524,우크라이나 · First Regional Forum Implementation 인공지능,2,2025-01-01,https://www.cdto-campus.com/en/news/the-first-regional-ai-implementation-forum-starting-with-education-and-public-governance-in-odesa,Ukraine
doc-e2048a078b08,스페인 · Spanish AI regulatory sandbox pilot 가이드라인 European 인공지능 법,9,2025-01-01,https://aesia.digital.gob.es/en/guides,Spain
doc-b83f55d57b50,불가리아 · Short-term Teacher 훈련 프로그램,2,2025-01-01,https://eonreality.com/xr-laboratory-bulgaria/,Bulgaria
doc-e211309193e0,스페인 · ServetIA: AI Research Platform Spanish Prime Minister’s 사무소,4,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/servetia-ai-research-platform-for-the-spanish-prime-ministers-office,Spain
doc-028a70364d22,독일 · SPRIND Next 프론티어 AI,2,2025-01-01,https://next-frontier.ai/,Germany
doc-5e89839b29bf,Research Ireland Frontiers Future 프로그램 (FFP),2,2025-01-01,"https://www.researchireland.ie/funding/frontiers-for-the-future/#:~:text=The%20Research%20Ireland%20Frontiers%20for,%2C%20high%2Dreward%20research%20projects.",Ireland
doc-9ccb7f64726f,호주 · Remote 시범사업,5,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/remote-pilot-program,Australia
doc-d0a6df750493,브라질 · Regulatory Sandbox,10,2025-01-01,https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox,Brazil
doc-32eb51e822ad,슬로베니아 · Regulating Public Mas Media 관련 AI Generated Content,15,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/regulating-public-mas-media-with-respect-to-ai-generated-content-3540,Slovenia
doc-e4d5ccce8d6a,우크라이나 · 권고 책임 있는 Implementation · Use 인공지능 기술 Higher 교육 Institutions,17,2025-01-01,https://mon.gov.ua/news/shtuchnyi-intelekt-u-zakladakh-vyshchoi-osvity-rekomendatsii-dlia-vykladachiv-studentiv-i-pratsivnykiv-zvo,Ukraine
doc-d81eb6b3d9d5,인도네시아 · Public Consultation 백서 국가 인공지능 로드맵 · Concept 인공지능 윤리 가이드라인,7,2025-01-01,https://www.komdigi.go.id/berita/siaran-pers/detail/konsultasi-publik-buku-putih-peta-jalan-kecerdasan-artifisial-nasional-dan-konsep-pedoman-etika-kecerdasan-artifisial,Indonesia
doc-0296fbd1451c,오스트리아 · 프로그램 AI Literacy · Skills,2,2025-01-01,https://www.tugraz.at/en/news/article/tu-graz-startet-ab-herbst-2025-erstes-erweiterungsstudium-zu-kuenstlicher-intelligenz-in-oesterreich,Austria
doc-3c07a73a25dc,스페인 · PresidencIA: 생성형 AI Adoption 프로그램 Spanish Prime Minister’s 사무소,3,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/presidencia-generative-ai-adoption-programme-for-the-spanish-prime-ministers-office,Spain
doc-280d01be0f8c,몰타 · 정책 use 생성형 AI,17,2025-01-01,https://mdia.gov.mt/app/uploads/2025/05/G-SPG-019-Getting-Started-as-a-User-Information-Tool-for-the-Responsible-Use-of-Generative-AI.pdf,Malta
doc-5c5817ee133f,Open Data 정책 Arab Republic Egypt,8,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Mar2026/117ojp1ilnxmmt6jdvq-Open%20Data%20Policy.pdf,Egypt
doc-3639ea55bb6b,에스토니아 · OTT2: Dynamic Data-Driven Personalisation Employment Services · Counsellor Decision Support,2,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/ott2-dynamic-data-driven-personalisation-of-employment-services-and-counsellor-decision-support,Estonia
doc-b41f720154fb,브라질 · NugepIA: AI-Powered Judicial Precedent Management 시스템 (Subnational: Porto Velho),2,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Aug2026/117ojp1rjqpmsg5xn0r-%28english-translation%29-nugepia-technical-presentation.pdf,Brazil
doc-3517b84d2005,"뉴질랜드's 전략 인공지능, ""Investing with Confidence""",4,2025-01-01,https://www.mbie.govt.nz/business-and-employment/economic-growth/digital-policy/new-zealands-ai-strategy-investing-with-confidence,New Zealand
doc-240716777df5,"그리스 · 국가 Supercomputer ""DAEDALUS"" · Lavrio Data 센터",2,2025-01-01,https://www.mindigital.gr/archives/7331#,Greece
doc-c4452cabefe9,아일랜드 · 국가 Semiconductor 전략,2,2025-01-01,https://enterprise.gov.ie/en/publications/silicon-island-a-national-semiconductor-strategy.html,Ireland
doc-988b960eef38,콜롬비아 · 국가 정책 인공지능 (CONPES 4144),5,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-policy-on-artificial-intelligence-conpes-4144-3012,Colombia
doc-906577da883c,이스라엘 · 국가 Multi stakeholder consultation forum AI 정책 · 규정,5,2025-01-01,https://aiisrael.org.il/press_release/israel-establishes-national-expert-forum-to-guide-ai-policy-and-regulation/,Israel
doc-74c0f1698d62,포르투갈 · 국가 Data 전략,10,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/national-data-strategy-2,Portugal
doc-3cfd650c48c5,라트비아 · 국가 Data 거버넌스 전략,7,2025-01-01,https://www.varam.gov.lv/en,Latvia
doc-534185686f1a,국가 인공지능 전략 Zambia 2024–2026,11,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojpi25umobje3ol-Zambia-Ai-Strategy-Book-option-2.pdf,Zambia
doc-e1b925acfda6,국가 인공지능 전략 Libya 2025–2030,12,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojpi25umobndrzh-Lybia%20National%20Artificilal%20Intelligence%20Policy.pdf,Libya
doc-5f0f5b1394ac,캄보디아 · 국가 인공지능 전략 2025–2030,2,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojpi25umod2xb23-Cambodia%20National%20Ai%20strategy.pdf,Cambodia
doc-7f1b984fb0c7,나이지리아 · 국가 인공지능 전략 (NAIS),2,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojp2dncmo9xki2m-Nigeria%20National-Artificial-Intelligence-Strategy-19092025.pdf,Nigeria
doc-b7038d7020ab,코트디부아르 · 국가 인공지능 전략,3,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojp2dncmoa72uz3-Cote%20d%20ivoire%20AI%20strategy.pdf,Ivory Coast
doc-d5557cc58fab,모델 Contractual Clauses Public 조달 Non-High-Risk AI (MCC-AI-Light),17,2025-01-01,https://public-buyers-community.ec.europa.eu/communities/procurement-ai/resources/updated-eu-ai-model-contractual-clauses,
doc-4b8191817511,튀르키예 · MEB Smart Legislation Assistant  (AI-powered Legal Assistant),6,2025-01-01,https://yegitek.meb.gov.tr,Turkey
doc-c9238938ff37,포르투갈 · Location 권고 Engine New Investments Based AI,6,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/location-recommendation-engine-for-new-investments-based-on-ai-6960,Portugal
doc-86c89f67a684,에콰도르 · Laboratory 인공지능 at Superintendency Economic Competition (SCE),2,2025-01-01,https://oecd.ai/en/dashboards/policy-initiatives/laboratory-of-artificial-intelligence-at-the-superintendency-of-economic-competition-sce,Ecuador
doc-7c4f5178170a,라트비아 · LMT Traffic Monitoring Tool,6,2025-01-01,https://trafficmonitoringtech.lmt.lv/,Latvia
doc-2f0d0cdcdb96,덴마크 · Knowledge 센터 municipalities,7,2025-01-01,https://www.kl.dk/english/,Denmark
doc-9e8335bc5394,캄보디아 · Khmer Intelligent Document AI Agent (KIDAI-A),2,2025-01-01,https://ai.techostartup.center/,Cambodia
doc-6d8b7205d4bf,Kenya 인공지능 전략 2025–2030,4,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Apr2026/117ojpi25umobl2fb8-Kenya%20AI%20Strategy%202025%20-%202030.pdf,Kenya
doc-c4070f563d9b,Italy AI 법 132/2025,15,2025-01-01,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2025-09-23;132,Italy
doc-751aa20ec0b6,"우크라이나 · 국제 Conference “ Use 인공지능 Public 거버넌스: Challenges, Opportunities, Prospects”",7,2025-01-01,"https://oecd.ai/en/dashboards/policy-initiatives/international-conference-the-use-of-artificial-intelligence-in-public-governance-challenges,-opportunities,-prospects",Ukraine
doc-257b47a69fa8,불가리아 · Institute Public Administration (IPA) Initiatives,4,2025-01-01,https://www.ipa.government.bg/en,Bulgaria
doc-68a4acfebb0e,Independent Research Fund Denmark,2,2025-01-01,https://dff.dk/en/front-page?set_language=en,Denmark
doc-c2829aa86254,Independent 국제 Scientific Panel AI,2,2025-01-01,https://www.un.org/independent-international-scientific-panel-ai/en/resources,
doc-d4d53a8f5fde,라트비아 · IT Competence 센터 project “Information · Communication 기술 Competence 센터 Digitisation”,3,2025-01-01,https://www.researchlatvia.gov.lv/en/it-competence-centre-announces-3rd-round-competition-research-it-sector-within-project-information,Latvia
doc-77434e53dd44,Hiroshima 인공지능 프로세스 행동규범 Reporting 프레임워크,12,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Jul2025/fu_by4yxwncg9jmh4s.pdf,
doc-fd8e3ea64c54,미국 · HHS AI Strategic Plan,10,2025-01-01,https://api.oecdai.org/storage/policy-initiatives/Jun2026/117ojp24a81mqz7ku1i-LEG7_HHS%2BAI%2BStrategic%2BPlan_Overview_FINAL_508.pdf,United States
