id,title,safety_score,published,canonical_url,safety_reasons
doc-3bb54e0fc342,슬로베니아 SMASH 기후 머신러닝 프로젝트,2,2025-10-03,https://smash.ung.si/,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi
doc-a5e12b9167d7,루마니아 국가 HPC 역량센터(RoNCC),-4,2025-10-03,https://www.ici.ro/en/competence-centers/romanian-national-hpc-competence-center-roncc/,-oecd-only;-startup|스타트업|smes?\b|중소기업;-industry-heavy;-bare-institution
doc-c062cd130fc6,포르투갈 데이터과학·AI 연구개발기금 공모,-3,2025-10-03,https://www.fct.pt/en/concurso-para-projetos-em-inteligencia-artificial-ciencia-dos-dados-e-ciberseguranca-com-117-candidaturas/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-b0e5477ced23,폴란드 클라우드 지원 기금,2,2025-10-03,https://www.gov.pl/web/cyfryzacja/c4.1.1,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;+safety-core-floor;+core+ai
doc-9c4e2e2c7db6,폴란드 공공데이터 개방 프로그램(PZIP),3,2025-10-03,https://www.gov.pl/web/ia/program-zintegrowanej-cyfryzacji-panstwa,-oecd-only;+standard|표준|iso/?iec;+transpar|투명|explainab|설명\s*가;+core+ai
doc-baad412e26e3,슬로베니아 에너지 효율·재생에너지 시범사업,-3,2022-05-16,https://www.gov.si/en/news/2022-05-16-government-adopts-strategic-starting-points-for-the-promotion-of-energy-efficiency-in-the-economy/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-8d430f673017,라트비아 리가 어린이병원 외래 노쇼 감소 AI 파일럿,-1,2025-10-03,https://metab.ern-net.eu/hcp/childrens-clinical-university-hospital-of-riga/,-oecd-only
doc-cc0d19ac2701,폴란드 신에너지 프로그램,-3,2025-10-03,https://nowaenergiasa.pl/?page_id=444&lang=en,-oecd-only;-cluster|허브\s*조성|sandbox(?!.*
doc-4c8d7b43452c,폴란드 국가 데이터센터 엑설런스,-1,2025-10-03,https://www.gov.pl/web/cyfryzacja/rusza-pilotaz-programu-centrow-doskonalosci-danych?,-oecd-only;-bare-institution
doc-ff616c932f99,폴란드 국가 데이터 처리 센터(KCPD),2,2025-10-03,"https://www.gov.pl/web/cyfryzacja/budowa-krajowego-centrum-przetwarzania-danych--rozpoczecie-prac-projektowych#:~:text=Budowa%20KCPD%20to%20jedna%20z,Badawczym%20oraz%20Centr",-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-bare-institution
doc-15959e3cb7ce,이탈리아 국가 인공지능 박사과정 프로그램,-1,2025-10-03,https://www.phd-ai.it/,-oecd-only
doc-64d915b98040,스웨덴 국가 학술 슈퍼컴퓨팅 인프라(NAISS),-1,2025-10-03,https://liu.se/en/organisation/liu/naiss,-oecd-only
doc-fb163658deb2,스웨덴 MyFab,-1,2025-10-03,https://myfab.se/,-oecd-only
doc-3671710b1203,몰타 MCAST 인공지능 산업 4.0 석사과정,-3,2025-10-03,https://mcast.edu.mt/prospectus-2024-25/ri7-o06-21/,-oecd-only;-competitiv|경쟁력|market\s*shar
doc-ea19b9f2a72e,라트비아 인구 유전체 참조 프로젝트,-1,2025-10-03,https://www.genomadatubaze.lv/en/,-oecd-only
doc-5c58735a3b3b,라트비아 디지털 보건센터,-1,2025-10-03,https://labsoflatvia.com/en/news/the-establishment-of-the-health-sectors-digital-competence-center-is-underway,-oecd-only;-bare-institution
doc-89aab55b69c7,포르투갈 MyHealth@EU 환자 요약·전자처방 서비스,2,2025-10-03,https://health.ec.europa.eu/ehealth-digital-health-and-care/digital-health-and-care/electronic-cross-border-health-services/patient-information-notices-portugal_en,-oecd-only;+standard|표준|iso/?iec;+safety-core-floor;+core+ai
doc-ef38e37d2065,폴란드 IPCEI-CIS 지원 프로젝트,-1,2025-10-03,https://chmura.gov.pl/zuch/news/cztery-projekty-ipcei-cis-otrzymaly-dofinansowanie-w-ramach-krajowego-planu-odbudowy,-oecd-only
doc-02edaf47f32b,IPCEI 클라우드 인프라·서비스(CIS),2,2025-10-03,https://www.rvo.nl/subsidies-financiering/ipcei/cloud-infrastructuur-en-services-cis,-oecd-only;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;+safety-core-floor;+core+ai
doc-a85c91bfb9fb,그리스 하이브리드 클라우드 프로젝트,5,2025-10-03,https://oecd.ai/en/dashboards/policy-initiatives/hybrid-cloud,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+core+ai
doc-2a82877e6140,몰타 EuroHPC 참여 및 HPC 시설,2,2025-10-03,https://eurohpc-ju.europa.eu/malta-becomes-newest-participant-eurohpc-joint-undertaking-2021-05-31_en,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;+safety-core-floor;+core+ai
doc-94507740a0cc,의료인 역량 플랫폼,3,2025-10-03,https://vaspvt.lrv.lt/en/news2/competence-platform-for-healthcare-professionals/,-oecd-only;+oversight|감독|감사|audit|evalua;+licen[cs]|면허|등록\s*의무|provide
doc-666f234e3fd5,슬로베니아 HIDRA,-1,2025-10-03,https://vicoslab.github.io/hidra-visualization/en/,-oecd-only
doc-2f608c8da224,GDI 아일랜드,1,2025-10-03,https://genomicdata.ie/,-oecd-only;+privacy|개인정보|data\s*protecti
doc-316aa256474b,GAIA-X 네덜란드 허브,6,2025-10-03,https://gaia-x.nl/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+standard|표준|iso/?iec;+transpar|투명|explainab|설명\s*가
doc-a188641e7f56,네덜란드 기업 간 데이터 공유 비전,15,2025-10-03,https://api.oecdai.org/storage/policy-initiatives/Oct2025/117ojppp0xmgamfqju-De%20Nederlandse%20visie%20op%20datadeling%20tussen%20bedrijven.pdf,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;+privacy|개인정보|data\s*protecti;-agriculture|농업\s*AI|관광|touri;-no-ai
doc-6d1aed8044c0,Digital Wallonia 디지털 행정 전략,2,2025-10-03,https://www.digitalwallonia.be/fr/publications/ambition-administration-numerique/,-oecd-only;+governan|거버넌스;+core+ai
doc-8c1b9874113a,이탈리아 디지털 전환 기금,-5,2025-10-03,https://pitchbook.com/profiles/fund/23013-64F#overview,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar;-industry-heavy
doc-d4844bcbe39d,슬로베니아 DIGITOP 로봇 공장 디지털 전환 프로그램,-3,2025-10-03,https://digitop.info/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉
doc-59c10c3344b8,키프로스 디지털 AI 어시스턴트,-1,2025-10-03,https://www.gov.cy/en/digital-assistant-usage-policy/,-oecd-only
doc-90d72564ac9e,폴란드 데이터 개방 프로그램,4,2025-10-03,https://dane.gov.pl/en/knowledgebase/useful-materials/program-otwierania-danych-na-lata-2021-2027,-oecd-only;+governan|거버넌스;+transpar|투명|explainab|설명\s*가;+core+ai
doc-1fa4fd7e366a,폴란드 공통 국가 IT 인프라 프로그램(WIIP·ZUCH),9,2025-10-03,https://chmura.gov.pl/informacje/czym-jest-zuch,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-no-ai
doc-118ae8a1868d,루마니아 정부 프라이빗 클라우드 입찰,3,2025-10-03,https://cms-lawnow.com/en/ealerts/2025/02/all-eyes-on-eur-170-million-plus-tender-for-romanian-government-private-cloud,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;-invest(ment)?\b|투자\s*유치|vent;+core+ai
doc-64f3c5c61845,몰타 칩스 역량센터,-8,2025-10-03,https://maltaenterprise.com/node/1852,-oecd-only;-startup|스타트업|smes?\b|중소기업;-talent|인재\s*양성|skills\s*agen;-chip|반도체|compute\s*infr|데이터센;-industry-heavy;-bare-institution
doc-ea89e46acf7c,오스트리아 자동화 교통 혁신 실험실,-1,2025-10-03,https://www.alp-lab.at/,-oecd-only
doc-d6d497eaf40a,오스트리아 협정이행법 2024,10,2025-10-03,https://www.parlament.gv.at/gegenstand/XXVII/I/2310,-oecd-only;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+standard|표준|iso/?iec;+incident|사고\s*보고|reporting\s;-no-ai
doc-bb2a65d8a7c5,라트비아·소아암 진료 발전 프로그램,-1,2025-10-03,https://www.fm.gov.lv/en/article/swiss-programme-advancing-children-cancer-care-latvia-kicks,-oecd-only
doc-060c781f39c4,그리스 ARIS 고성능 컴퓨팅 시스템,-1,2025-10-03,https://api.oecdai.org/storage/policy-initiatives/Oct2025/117ojppp0xmgaoxb9b-fu_7augyjj2mmd8ifn.pdf,-oecd-only
doc-dab5b7a28e37,플란데런 AI 지능형 이미지 분석,2,2025-10-03,https://wegenenverkeer.be/nieuws/wegen-verkeer-analyseert-grijze-punten-met-hulp-van-ai,-oecd-only;+\bsafety\b|안전성|안전\s*확보
doc-66d813885e4f,VLAIO 생성형 AI 챗봇,4,2025-10-03,https://www.vlaio.be/nl/nieuws/nieuwe-chatgpt-bot-van-vlaio-geeft-snel-en-actueel-antwoord-op-ondernemersvragen,-oecd-only;+regulat|규제;+guideline|가이드라인|지침|(?<![a-z];-bare-institution
doc-625380252591,헝가리 보건의료 데이터 활용 캠페인,-1,2025-10-03,https://hungarytoday.hu/new-service-introduced-to-improve-healthcare/,-oecd-only
doc-14cf00a2584f,리투아니아 100만 게놈 프로젝트,-1,2025-10-03,https://genomeofeurope.eu/partners/,-oecd-only
doc-73e9da72823a,슬로베니아 eHealth 전략 ‘건강한 사회’,1,2025-10-02,https://reform-support.ec.europa.eu/what-we-do/health-and-long-term-care/developing-ehealth-healthier-society-slovenia_en,-oecd-only;+oversight|감독|감사|audit|evalua
doc-cfdb6cdec2a7,슬로베니아 eHealth 전략 2022–2027,-1,2025-10-02,https://digitalhealthuptake.eu/radar-repository/slovenias-ehealth-strategy-for-2022-2027/,-oecd-only;+oversight|감독|감사|audit|evalua;-invest(ment)?\b|투자\s*유치|vent
doc-3c30c505c8df,Translate-AD 프로젝트,-2,2025-10-02,https://www.vub.be/en/news/brussels-universities-and-university-hospitals-join-forces-for-groundbreaking-alzheimers-research,-oecd-only;+privacy|개인정보|data\s*protecti;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-820b434f8417,VELES Excellence Hub,-5,2025-10-02,https://veleshub.eu/news/veles-excellence-hub-launches-to-drive-innovation/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-cluster|허브\s*조성|sandbox(?!.*
doc-625a7806551f,Sunet DC Orion·EOSC 데이터 저장 프로젝트,4,2025-10-02,https://www.sunet.se/services/molnbaserade-tjanster/sunet-virtuellt-datacenter,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+incident|사고\s*보고|reporting\s;-bare-institution
doc-e4213b97bf34,폴란드 e-Health 센터 전략 2023-2027,-1,2025-10-02,https://digitalhealthuptake.eu/radar-repository/strategy-of-the-e-health-centre-2023-2027-poland/,-oecd-only;-bare-institution
doc-1938fca6bf49,스웨덴 보안·비용 효율적 IT 운영 보고서,2,2025-10-02,https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2021/12/sou-202197/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu
doc-77bcde1dcb0e,독일 SMEs Innovative: 의료기술 지원 프로그램,-5,2025-10-02,https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2024/08/2024-08-09-Bekanntmachung-Medizintechnik.htm,-oecd-only;+regulat|규제;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar;-industry-heavy;-industry-title
doc-c282f1ca59ec,스웨덴 의료 국가 디지털 인프라 로드맵,1,2025-10-02,https://eurohealthobservatory.who.int/monitors/health-systems-monitor/updates/hspm/sweden-2023/a-first-step-towards-a-national-digital-infrastructure-for-healthcare,-oecd-only;+standard|표준|iso/?iec
doc-3eb01ec3219b,포르투갈 공공행정 클라우드 전략,4,2025-10-02,https://portugaldigital.gov.pt/en/promote-more-digital-public-services/mobilize-and-transform-the-public-administration/cloud-strategy-for-public-administration/,-oecd-only;+governan|거버넌스;+standard|표준|iso/?iec;+oversight|감독|감사|audit|evalua;-adopt(ion)?\b|도입\s*가속|활용\s*촉;+core+ai
doc-db6bb047be2c,프랑스 PariSanté Campus,-6,2025-10-02,https://oecd.ai/en/dashboards/policy-initiatives/parisante-campus,-oecd-only;-startup|스타트업|smes?\b|중소기업;-talent|인재\s*양성|skills\s*agen;-industry-heavy
doc-29a6a343e5f2,데이터 기반 최적 치료 지원사업,-1,2025-10-02,https://www.medizin.nrw/foerderaufrufe/bmbf-optimale-therapien-durch-datengetriebene-entscheidungs-und-unterstuetzungssysteme/,-oecd-only
doc-b43061e6f721,라트비아 오픈데이터 행동계획,3,2025-10-02,https://api.oecdai.org/storage/policy-initiatives/Oct2025/117ojppp0xmg9il0yb-fu_e6adk8x5etzimaw.pdf,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];+standard|표준|iso/?iec
doc-fdb0070132c0,NeIC Heilsa 민감정보 협력 프로젝트,-1,2025-10-02,https://neic.no/heilsa/,-oecd-only
doc-d76bcfc75cfe,포르투갈 국가 첨단 컴퓨팅 전략,-1,2025-10-02,https://portugaldigital.gov.pt/en/accelerating-digital-transition-in-portugal/get-to-know-the-digital-transition-strategies/national-strategy-for-advanced-computing/,-oecd-only;+declarat|선언|convention|협약|조약;-talent|인재\s*양성|skills\s*agen
doc-8fc7154ea8a8,스페인 보건부 국가 의미 자원 참조센터,-1,2025-10-02,https://www.sanidad.gob.es/en/areas/saludDigital/home.htm,-oecd-only;+licen[cs]|면허|등록\s*의무|provide;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-bare-institution
doc-594f305bbfd8,스페인 국가 보건 데이터 레이크,8,2025-10-02,https://datos.gob.es/en/blog/national-health-data-space-strategic-project-country,-oecd-only;+\balignment\b|정렬;+regulat|규제;+privacy|개인정보|data\s*protecti;+core+ai
doc-7bf8fbdb86c4,그리스 국가 전자건강기록(NEHF),12,2025-10-02,https://www.gov.gr/en/ipiresies/ugeia-kai-pronoia/episkepse-kai-noseleia-se-nosokomeio/atomikos-elektronikos-phakelos-ugeias-aephu-gia-polites,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+oversight|감독|감사|audit|evalua;+privacy|개인정보|data\s*protecti;+harm|피해|misuse|악용|dual[-\s]?;+core+ai
doc-a63b7f8f21b6,라트비아 반도체 생태계 양해각서,-1,2025-10-02,"https://www.cfi.lu.lv/en/about-us/news/detailed-view/t/75828/#:~:text=In%20December%202022%2C%20during%20the,microchip%20market%20is%20only%2010%25.",-oecd-only
doc-cbab8595b84a,라트비아 IPCEI 마이크로전자·클라우드 데이터·보건 참여,-3,2025-10-02,https://competition-policy.ec.europa.eu/state-aid/ipcei/approved-ipceis_en,-oecd-only;-invest(ment)?\b|투자\s*유치|vent
doc-ebd69db6df49,룩셈부르크 국가 데이터 서비스(LNDS),12,2025-10-02,https://www.lnds.lu/about-us/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+\bethic|윤리;+governan|거버넌스;+standard|표준|iso/?iec;+privacy|개인정보|data\s*protecti;+core+ai
doc-82bb119c5f9c,라트비아의 EU Chips JU 참여 및 국가 반도체 역량센터 계획,0,2025-10-02,https://www.izm.gov.lv/en/article/ministry-education-and-science-updates-regulations-latvias-participation-eu-chips-joint-undertaking?utm_source=https%3A%2F%2Fwww.google.com%2F,-oecd-only;+regulat|규제;-chip|반도체|compute\s*infr|데이터센;-industry-heavy
doc-475879cdcffe,Invest-NL,2,2025-10-02,https://www.invest-nl.nl/nl,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;+safety-core-floor;+core+ai
doc-d4e16c6bc69c,리투아니아 국가 데이터 레이크 통합 프로젝트,1,2025-10-02,https://vda.lrv.lt/en/news/state-data-lake-is-steadily-expanding-and-diving-to-depths/,-oecd-only;+standard|표준|iso/?iec
doc-d8ee8d7d6f8e,IPCEI-CIS 차세대 클라우드 인프라·서비스 프로젝트,4,2025-10-02,https://competition-policy.ec.europa.eu/state-aid/ipcei/approved-ipceis/cloud_en,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+privacy|개인정보|data\s*protecti
doc-df7ae1eb173b,스페인 IMPaCT 정밀의료 프로그램,-1,2025-10-02,https://impact.isciii.es/,-oecd-only
doc-e23c1626f369,독일 GIGV 상호운용성 역량센터,6,2025-10-02,https://www.bundesgesundheitsministerium.de/service/gesetze-und-verordnungen/detail/iop-governance-verordnung-gigv.html,-oecd-only;+governan|거버넌스;+guideline|가이드라인|지침|(?<![a-z];+standard|표준|iso/?iec;+core+ai
doc-0413d1c3a5c5,그리스 G-Cloud,5,2025-10-02,https://www.gsis.gr/ypologistiko-nefos-g-cloud-tis-ggps-ensomatonei-tin-antistoihi-ypodomi-tis-koinonias-tis,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+governan|거버넌스;+core+ai
doc-c65ea325ee4e,리투아니아 국가 클라우드 ICT 인프라 개발,4,2025-10-02,https://digital-skills-jobs.europa.eu/en/latest/briefs/lithuania-snapshot-digital-skills,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+standard|표준|iso/?iec
doc-ddf7ef26b5a2,리투아니아 공공부문 데이터 관리 모델 개발,1,2025-10-02,https://eimin.lrv.lt/en/sector-activities/digital-policy/data-governance/,-oecd-only;+standard|표준|iso/?iec
doc-b880a4ba48ab,불가리아 국가 의료진단 디지털 플랫폼,-1,2025-10-02,https://data.europa.eu/doi/10.2792/965801,-oecd-only
doc-3110bebd1196,룩셈부르크 Dataspace4Health,-1,2025-10-02,https://www.lih.lu/fr/article/le-luxembourg-lance-dataspace-4-health-un-espace-de-donnees-pionnier-et-un-cadre-de-gouvernance-pour-lechange-securise-et-conforme-de-donnees-de-sante/,-oecd-only;+standard|표준|iso/?iec;-gdp|생산성|productivity|growth\
doc-b8c72ab7f2cb,룩셈부르크 데이터 기반 혁신 전략,0,2025-10-02,https://gouvernement.lu/en/publications/rapport-etude-analyse/minist-economie/intelligence-artificielle/data-driven-innovation.html,-oecd-only;+regulat|규제;-invest(ment)?\b|투자\s*유치|vent
doc-467a24815e2b,스웨덴 데이터 접근성 전략,-1,2025-10-02,https://www.regeringen.se/informationsmaterial/2021/10/data--en-underutnyttjad-resurs-for-sverige/,-oecd-only
doc-d1e0df242357,라트비아 DAGR 데이터 확산·관리 플랫폼,2,2025-10-02,https://www.sif.gov.lv/en/projects/project-no-221121i001-data-dissemination-and-management-platform-dagr?utm_source=https%3A%2F%2Fwww.google.com%2F,-oecd-only;+governan|거버넌스;+core+ai
doc-7917eb3fa49d,스웨덴 조정·안전 정부 IT 운영,2,2025-10-02,https://www.sgit.se/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu
doc-3110bebd1196,룩셈부르크 Dataspace4Health,-1,2025-10-02,https://www.lih.lu/fr/article/le-luxembourg-lance-dataspace-4-health-un-espace-de-donnees-pionnier-et-un-cadre-de-gouvernance-pour-lechange-securise-et-conforme-de-donnees-de-sante/,-oecd-only
doc-b0d6ec7253ca,룩셈부르크 Clarence 주권형 클라우드,3,2025-10-02,https://www.luxconnect.lu/clarence-joint-venture-proximus-luxconnect-disconnected-sovereign-cloud/,-oecd-only;+\bsecurit|보안|사이버보안|cybersecu;+regulat|규제;-invest(ment)?\b|투자\s*유치|vent
doc-47632b05ec84,네덜란드 데이터 공유·클라우드 우수성 센터,5,2025-10-02,https://coe-dsc.nl/,-oecd-only;+governan|거버넌스;+regulat|규제;+core+ai
doc-7b30bc1301b9,스페인 BIFAP,10,2025-10-02,https://www.bifap.org/,-oecd-only;+\brisk\b|위험\s*관리|위험관리|고위험|hi;+\bsafety\b|안전성|안전\s*확보;+oversight|감독|감사|audit|evalua;+harm|피해|misuse|악용|dual[-\s]?
doc-baa2e7c1d14a,스웨덴 첨단 디지털화 프로그램,-3,2025-10-02,https://www.sgit.se/erbjudanden/enstaka-it-tjanster,-oecd-only;-competitiv|경쟁력|market\s*shar
doc-845a40dee636,독일 AI 기반 의료 프로세스 지원 시스템 연구지원 공고,-1,2025-10-02,https://www.bmbf.de/SharedDocs/Bekanntmachungen/DE/2021/07/3690_bekanntmachung.ht,-oecd-only
doc-c5cbec29a64e,WinGo Deposit 재활용 AI 선별시설,-1,2025-10-01,https://wingo-deposit.com/,-oecd-only
doc-333840a2f269,루마니아 가상 공무원,-1,2025-10-01,https://energyindustryreview.com/tech/romania-first-virtual-civil-servant/,-oecd-only
doc-f3f60887831b,리투아니아 벌목지 식별 AI 프로젝트,4,2025-10-01,https://oecd.ai/en/dashboards/policy-initiatives/various-projects-on-decryption-of-logging-sites,-oecd-only;+governan|거버넌스;+transpar|투명|explainab|설명\s*가;+core+ai
doc-ea50eb9d18b5,슬로베니아 Skrinja AI 비즈니스 인텔리전스 시스템,1,2025-10-01,https://oecd-opsi.org/innovations/skrinja-chest-using-emerging-technologies-for-better-digital-public-services-and-data-driven-decision-making-in-slovenia/,-oecd-only;+oversight|감독|감사|audit|evalua
doc-b52c11d19d25,이탈리아 트랜지션 5.0 계획,2,2025-10-01,https://www.italiadomani.gov.it/content/sogei-ng/it/en/Interventi/investimenti/transizione-5-0.html,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉;+safety-core-floor;+core+ai
doc-f6006d18294e,헝가리 기술 바우처 프로그램,-8,2025-10-01,https://nkfih.gov.hu/english-2017/press-releases-press/new-innovation-voucher,-oecd-only;-startup|스타트업|smes?\b|중소기업;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-81b5ee1398af,독일 디지털 시대 고성능·초고성능 컴퓨팅 정책,7,2025-10-01,https://www.bmbf.de/SharedDocs/Publikationen/DE/5/31669_Hoch_und_Hoechstleistungsrechnen_fuer_das_digitale_Zeitalter.html,-oecd-only;+\bsafety\b|안전성|안전\s*확보;+\bethic|윤리;+standard|표준|iso/?iec;+core+ai
doc-a7608a08cd53,몰타 TAKEOFF 시드펀드 어워드,-1,2025-10-01,"https://takeoff.org.mt/seedfundawards/tosfa-2024/#:~:text=TAKEOFF%20Seed%20Fund%20Awards%202024&text=A%20total%20of%20%E2%82%AC150%2C000,awarded%20to%20the%20selected%20projects.",-oecd-only
doc-574649c8f089,스위스–라트비아 ICT·스마트에너지 협력 프로그램,-1,2025-10-01,https://www.cfi.lu.lv/en/lacise/,-oecd-only
doc-a2f80923b2b4,리투아니아 SustAInLivWork 우수성 센터,-5,2025-10-01,https://www.sustainlivwork.eu/,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-cluster|허브\s*조성|sandbox(?!.*;-bare-institution
doc-efc1dba78548,슬로베니아 보건데이터 접근기관 지원(SI-SUD),2,2025-10-01,https://www.onko-i.si/o-nas/sektorji-in-oddelki/sektor-onkoloske-epidemiologije-in-register-raka/raziskave/raziskava/podpora-institucijam-za-dostop-do-zdravstvenih-podatkov-v-sloveniji-si-sud,-oecd-only;+safety-core-floor;+core+ai
doc-f2a761948c0e,슬로베니아 Chips JU 참여 기업 지원,2,2025-10-01,https://znanost.sta.si/3363174/slovenia-included-in-network-of-competence-centres-for-chips-semiconductors,-oecd-only;+\balignment\b|정렬;-chip|반도체|compute\s*infr|데이터센;+safety-core-floor;+core+ai
doc-ae0e67479bd4,IPCEI ME/CT 슬로베니아 기업 지원,-6,2025-10-01,https://www.gov.si/en/news/2025-02-14-eu-funding-for-digital-transformation-of-the-economy/,-oecd-only;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-chip|반도체|compute\s*infr|데이터센;-agriculture|농업\s*AI|관광|touri
doc-dd3360110729,몰타 스타트업 금융 지원 제도,-6,2025-10-01,https://maltaenterprise.com/StartupFinance,-oecd-only;-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-industry-heavy
doc-cb4d2b18c321,그리스 스마트시티 프로젝트,2,2025-10-01,https://ec.europa.eu/commission/presscorner/detail/en/ip_22_2591,-oecd-only;+safety-core-floor;+core+ai
doc-7129d7d7af61,그리스 Smart Attica EDIH,-8,2025-10-01,https://www.smartattica.eu/edih-network,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];-startup|스타트업|smes?\b|중소기업;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-industry-heavy
doc-0f49a9604c3b,몰타 Smart & Sustainable Investment Grant,-5,2025-10-01,https://maltaenterprise.com/SmartandSustainableInvestment,-oecd-only;-invest(ment)?\b|투자\s*유치|vent;-competitiv|경쟁력|market\s*shar
doc-e07aa3d3f5d3,슬로베니아 반도체 기술·칩 국가전략 2030,-4,2025-10-01,https://cosylab.com/news/cosylab-strengthens-its-support-of-slovenian-chip-development-via-competence-centres/,-oecd-only;-chip|반도체|compute\s*infr|데이터센;-agriculture|농업\s*AI|관광|touri
doc-9f376a00c8d9,슬로베니아 국가 반도체 역량센터 계획,-3,2025-10-01,https://www.gov.si/en/news/2024-11-14-slovenia-among-the-countries-selected-to-establish-a-competence-centre-for-chips-and-semiconductors/,-oecd-only;-chip|반도체|compute\s*infr|데이터센;-industry-heavy;-bare-institution
doc-a00c28f9e2c6,덴마크 시그니처 프로젝트,-1,2025-10-01,https://en.digst.dk/digital-transformation/signature-projects/,-oecd-only
doc-2a6418432e9e,스페인 UNICO IPCEI 엣지 기술 지원 프로그램,-3,2025-10-01,https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2024/20241210-ai-factory.aspx,-oecd-only;-competitiv|경쟁력|market\s*shar
doc-ccebd534777a,헝가리 현대 기업 프로그램,2,2025-10-01,https://vallalkozzdigitalisan.mkik.hu/index.html,-oecd-only;+guideline|가이드라인|지침|(?<![a-z];+principle|원칙|권고|recommendati;+oversight|감독|감사|audit|evalua;-startup|스타트업|smes?\b|중소기업;-industry-heavy
doc-f81acbd383d5,스페인 부문별 데이터 공간 추진 계획,-6,2025-10-01,https://datos.gob.es/es/noticia/plan-de-impulso-de-los-espacios-de-datos-sectoriales,-oecd-only;-competitiv|경쟁력|market\s*shar;-adopt(ion)?\b|도입\s*가속|활용\s*촉;-agriculture|농업\s*AI|관광|touri
doc-8c4cc7e423af,슬로베니아 Pladenj,8,2025-10-01,https://www.interregeurope.eu/good-practices/pladenj-tray-predicting-data-load-using-machine-learning,-oecd-only;+\balignment\b|정렬;+regulat|규제;+standard|표준|iso/?iec;+core+ai
doc-99cc8214e2a9,스페인 PERTE 칩 반도체 생태계,-3,2025-10-01,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/pertes/perte-de-microelectronica-y-semiconductores,-oecd-only;-chip|반도체|compute\s*infr|데이터센
doc-c3f94bf0a70d,프랑스 OcéanIA 챌린지,2,2025-10-01,https://oceania.inria.cl/#about,-oecd-only;+regulat|규제
doc-e227dee63da1,아일랜드 차세대 에너지 시스템(NexSys),-3,2025-10-01,"https://www.sfi.ie/funding/industry-collaboration/nexsys/#:~:text=Launched%20in%20January%202022%2C%20NexSys,the%20many%20challenges%20associated%20with",-oecd-only;-cluster|허브\s*조성|sandbox(?!.*
